debt_sales_ratio,wage_sensitivity_prod,init_markup,capital_firm_cap_out_ratio,min_unempl_emigration,migration_unempl_bounds_diff,deu_discount_factor,flood_timing
3.974297012501202,0.712775451078586,0.09937890997406151,0.2975236259611612,0.040977206392045155,0.13686607990551664,0.9565402975791463,33
4.388647963441587,0.6247667159047967,0.06949442909122983,0.24646627560140436,0.03156630155127508,0.16082543706270963,0.8578778419138947,76
3.970944263417949,0.9294478571900601,0.48930559720587463,0.3393571589302684,0.051214325849525386,0.16617022583487492,0.9545342586087322,34
0.9721120961255099,0.5958217733363312,0.22918591404475247,0.3993897019633589,0.0580330567554761,0.14598417684355364,0.8275324909286673,46
2.097049258756999,0.08573923826022,0.10210078357593255,0.5300676151459053,0.05935599060438622,0.146438199564741,0.8585689051023053,72
2.070388491824783,0.11497672894109102,0.22790088471609793,0.42472827120309087,0.06634385804462344,0.15889065031944347,0.980305659638848,45
3.0549324803735844,0.15189421109198797,0.2951730716021822,0.5824208324553846,0.0635128196492517,0.16966708018134388,0.8010522713740353,64
0.8838761524094843,0.5872218545627896,0.3498805625046528,0.47517626083357534,0.037079527684031485,0.15686396902504174,0.9218551407203164,75
1.199016990718393,0.6148678074518298,0.1539824016045736,0.22841977769778288,0.04335126648808864,0.16824986484554422,0.8347661432843603,74
4.975280029565038,0.9204889344979764,0.4023834544869715,0.425865186623292,0.05346375385918124,0.19888905278747127,0.8910127227196362,72
4.083716714007345,0.44340593214204826,0.13424142244755777,0.2940767181796394,0.06813428484865258,0.2252994876319543,0.8766558538544258,67
0.9070068125183748,0.8632751536245559,0.1667445359971447,0.34076941522121384,0.024442972311042567,0.14019731704135346,0.8968305197565283,63
0.9858772192060515,0.36552481895050976,0.42191265089844165,0.32542509380290346,0.07630021533871353,0.18993191258593894,0.8838473260065198,61
4.915419128425071,0.693899359302374,0.14256207841465668,0.2469117436967327,0.04895635679452387,0.13650123448774582,0.9872403596984897,80
