debt_sales_ratio,wage_sensitivity_prod,init_markup,capital_firm_cap_out_ratio,min_unempl_emigration,migration_unempl_bounds_diff,deu_discount_factor,flood_timing
3.4411142523574316,0.435484077772362,0.3262515745995448,0.591380383338753,0.07126590300048004,0.21191067288329513,0.8971719902860202,66
0.9306225393916656,0.06901665575326522,0.07739343233693456,0.20009445586411584,0.061026565516249756,0.12839121261374273,0.9707437947154202,82
1.4920879004000127,0.0021287871871847708,0.4048181039916439,0.44721056769664136,0.030176662209148712,0.10869271841153007,0.9180996123122559,56
2.078071427153084,0.432754170815753,0.3792863079068938,0.4667464320330829,0.02567948163940134,0.12273583710293774,0.9565571950442564,85
1.2408915387447756,0.4793337522599111,0.11827957414535738,0.2937109502116333,0.06035671946142107,0.1357024884353266,0.9099475534138797,62
3.3674193783777477,0.6521798732204945,0.09073761462877931,0.3385501514849668,0.0767707530899696,0.24799158634867838,0.9057754254706017,89
3.667225398654926,0.25663751241455024,0.26280779081149064,0.37372358879597267,0.04382297049262013,0.16285378215552487,0.9708779240523473,54
4.925401076387203,0.412129019998888,0.15777444353429057,0.586062592963609,0.02242795360938771,0.19014030489249756,0.9958555250984966,35
2.3392457186479914,0.7119689981829311,0.4462274939154108,0.36377236452409045,0.06639124925302851,0.22510620194065575,0.8415750933198521,71
2.4269495424874274,0.9847008612584334,0.492679498295106,0.5395048825735138,0.02473911892368853,0.224439540860976,0.9652843282816724,52
2.839016412815327,0.4539875795005155,0.07824377544860242,0.3438314791024849,0.07046023172124619,0.196976589944096,0.8625372729138473,87
1.0574219769066087,0.6130644604002012,0.20483674998194973,0.25008676043840916,0.027784588217930933,0.1181649411265694,0.966555421786857,90
1.726397542338499,0.473643230141545,0.4398906800471047,0.35091068632139544,0.02651048623853348,0.1301524730487984,0.8132744941527416,55
4.882250412399184,0.12897340589128223,0.4296073995282848,0.40614930945011807,0.0702712115890699,0.24773368512119956,0.9591691272087799,66
1.9650563675516333,0.33905032193086926,0.43242718084661097,0.23012313893721703,0.035953180921856856,0.14574376518281384,0.989410387835947,37
2.541644799032267,0.7367243941828314,0.25483624757419443,0.4358339318812371,0.05357917011003248,0.20389777206814225,0.9684116614452759,81
2.2896952209565806,0.1619698039089319,0.2402167883337593,0.568090164340346,0.06746676897135068,0.11786227789191962,0.8823787060279022,50
2.8612748677198043,0.09566730680420911,0.40995449449598753,0.5879956681111318,0.03406382820966073,0.11972073667217212,0.9204217720083686,43
2.3381050803375105,0.683662569520121,0.21359032318340881,0.49099361720252993,0.04479959319810497,0.1317716935757675,0.9343044164292649,70
2.2721754847523283,0.04272349906422978,0.4667970687063638,0.4635190876342946,0.040659781954988705,0.23604780614591334,0.9798167739599388,73
3.5074291585712327,0.7847883491095264,0.17178860996689538,0.5704393553421931,0.0769457027657115,0.16775996203238736,0.8094568067296409,39
4.509425764547623,0.1143719879775277,0.054531120753264946,0.2882701007613559,0.02807300292733038,0.129991756203593,0.9467478829583196,52
2.671951944819684,0.6140884879171841,0.2556845852155323,0.5195788866281242,0.05732746950457132,0.19430191153916782,0.8778467027051067,33
3.3733733195812032,0.9624984982021833,0.4648032666150116,0.4069243989035497,0.04990425950255291,0.18117454122549137,0.9374019507380796,84
1.736249283024939,0.9939783257863398,0.35408178893317255,0.2137468415415934,0.07175976084975245,0.14560092174308523,0.87930535114232,32
4.707515060942807,0.3684393101660017,0.30189943449025386,0.35875563133501415,0.052054283847639854,0.231536432868574,0.9647974181852328,80
1.7107219297626126,0.7662260047517978,0.2291513248163396,0.4010082754681432,0.0605691215216352,0.1714907011165721,0.8630497744392841,56
3.9470302249288878,0.8667541453109865,0.2975764044795597,0.5100202406709349,0.026440972448020957,0.17055235819184558,0.8523905094927802,40
3.664212860494562,0.9367440900809524,0.48577174886539004,0.25571206860415396,0.04952346050894396,0.24081328308962405,0.9182206459782926,76
0.9110598492418377,0.9357924328430973,0.1688945234617961,0.494132931792222,0.037530247559201674,0.17077724508631306,0.8352210508906571,41
1.6823841723259307,0.6646877183448593,0.2811277098542442,0.22430318641581107,0.04442558186254092,0.14753342865913385,0.9333276138329836,49
2.6528836856257927,0.2997440940803195,0.17929137313894616,0.5245767543198228,0.05168789051677444,0.11498172433395823,0.9065504512053266,71
3.2927645033527693,0.9084729551359925,0.3249742078731192,0.23839369337890048,0.047173348749428724,0.213738439790717,0.9411432943337235,72
3.736066834968147,0.22914009731717178,0.4457494676836801,0.22186529767672172,0.06552981634787876,0.12741077459512937,0.8861063306644372,67
2.49556800263604,0.7323585334957153,0.2709045301697891,0.27069060612864765,0.023455036454275765,0.14509357114365784,0.9529936001232014,84
1.8030387148151266,0.8136570985515255,0.14969049742736143,0.46358392003532584,0.03887259358436448,0.15646863406594044,0.9826798929652838,86
3.1562052906499893,0.5210178948430687,0.33464833221284596,0.4106451608709977,0.07924757435329993,0.24635601738667096,0.9136929648154399,83
4.5447960095187065,0.13894442963858195,0.2910987253180073,0.41834540314295426,0.023923349348768608,0.18041367272178532,0.8260416686496916,70
3.14061745795005,0.0990223395082384,0.3787909258684272,0.47927604872874663,0.03399440360288176,0.21502668525693389,0.919799722829433,68
3.0509338718727053,0.8171427598331278,0.35984023190471937,0.3736468071292779,0.04000100188509259,0.14503118040364144,0.9056156298948613,60
4.051368066708335,0.8290063267163627,0.14532962143100903,0.20117173119580728,0.058976669956546546,0.19942397924470745,0.9544517085004662,36
4.903486535009751,0.7009229798386769,0.23177443443903445,0.5563500786835247,0.04552058508047359,0.1182025371160697,0.9963605598160004,30
1.7543528340674623,0.3065886005208784,0.1355101633316455,0.48434631362859465,0.07456313283784102,0.1153932549116042,0.9962759176035463,73
2.7904751165807604,0.347520266899841,0.3401923806072326,0.27327118619446517,0.07825745991133252,0.13139880459685774,0.9700115797741031,36
3.0447396449279616,0.8414634467447384,0.4444589799535249,0.22767378962106066,0.020997242814503794,0.19770976251465994,0.9246986014553791,36
3.741157766254341,0.3991222319463097,0.36428999760976777,0.4513178872369488,0.07809663598597723,0.14627320896981613,0.9147345266810903,38
3.475206889089818,0.7001564881952111,0.2205554869527117,0.5269574740082013,0.06468134045204232,0.22507999992245625,0.8656897494781054,81
2.8445038062287944,0.8610742381669879,0.17386909672080625,0.22203675331079611,0.03699065855135189,0.23650326199765945,0.850020156601942,58
